"GEO_ID","NAME","S1901_C03_001E","S1901_C03_001M","S1901_C04_001E","S1901_C04_001M","S1901_C02_001M","S1901_C02_001E","S1901_C01_001M","S1901_C01_001E","S1901_C02_002E","S1901_C02_002M","S1901_C01_002M","S1901_C01_002E","S1901_C04_002M","S1901_C04_002E","S1901_C03_002M","S1901_C03_002E","S1901_C01_003E","S1901_C01_003M","S1901_C02_003E","S1901_C02_003M","S1901_C04_003E","S1901_C04_003M","S1901_C03_003M","S1901_C03_003E","S1901_C04_004E","S1901_C04_004M","S1901_C03_004M","S1901_C03_004E","S1901_C02_004M","S1901_C02_004E","S1901_C01_004M","S1901_C01_004E","S1901_C04_005E","S1901_C04_005M","S1901_C03_005M","S1901_C03_005E","S1901_C02_005M","S1901_C02_005E","S1901_C01_005M","S1901_C01_005E","S1901_C04_006E","S1901_C04_006M","S1901_C03_006M","S1901_C03_006E","S1901_C02_006M","S1901_C02_006E","S1901_C01_006M","S1901_C01_006E","S1901_C01_007E","S1901_C01_007M","S1901_C04_007M","S1901_C04_007E","S1901_C03_007M","S1901_C03_007E","S1901_C02_007M","S1901_C02_007E","S1901_C01_008E","S1901_C01_008M","S1901_C04_008E","S1901_C04_008M","S1901_C03_008M","S1901_C03_008E","S1901_C02_008M","S1901_C02_008E","S1901_C01_009E","S1901_C01_009M","S1901_C02_009E","S1901_C02_009M","S1901_C03_009E","S1901_C03_009M","S1901_C04_009E","S1901_C04_009M","S1901_C01_010M","S1901_C02_010E","S1901_C02_010M","S1901_C01_010E","S1901_C03_010E","S1901_C03_010M","S1901_C04_010E","S1901_C04_010M","S1901_C02_011E","S1901_C02_011M","S1901_C01_011M","S1901_C01_011E","S1901_C04_011M","S1901_C04_011E","S1901_C03_011M","S1901_C03_011E","S1901_C01_012E","S1901_C01_012M","S1901_C02_012E","S1901_C02_012M","S1901_C04_012E","S1901_C04_012M","S1901_C03_012M","S1901_C03_012E","S1901_C02_013M","S1901_C02_013E","S1901_C01_013M","S1901_C01_013E","S1901_C03_013E","S1901_C03_013M","S1901_C04_013M","S1901_C04_013E","S1901_C01_014E","S1901_C01_014M","S1901_C02_014E","S1901_C02_014M","S1901_C04_014M","S1901_C03_014E","S1901_C03_014M","S1901_C04_014E","S1901_C02_015E","S1901_C02_015M","S1901_C01_015M","S1901_C01_015E","S1901_C04_015M","S1901_C04_015E","S1901_C03_015M","S1901_C03_015E","S1901_C01_016E","S1901_C01_016M","S1901_C02_016E","S1901_C02_016M","S1901_C03_016E","S1901_C03_016M","S1901_C04_016E","S1901_C04_016M",
"1600000US3050200","Missoula city, Montana","N","N","13206","1720","1603","14965","1396","28171","4.9","3.4","2.6","7.0","5.2","13.3","N","N","8.5","2.8","4.1","2.8","13.4","5.5","N","N","18.6","6.8","N","N","4.3","8.5","3.8","12.8","20.5","6.4","N","N","3.5","11.1","3.5","15.8","11.9","3.8","N","N","4.7","15.1","3.0","14.2","18.0","4.1","5.5","16.2","N","N","6.0","19.1","11.2","3.0","4.3","2.7","N","N","4.9","17.3","8.5","2.6","13.5","4.1","N","N","1.0","1.5","1.4","3.2","2.3","2.3","N","N","0.8","1.3","3.1","2.2","1.1","1.6","1.0","0.0","N","N","40604","3549","57625","7900","26534","2602","13316","70625","10117","72384","5258","55299","N","N","4051","32135","25.8","(X)","(X)","(X)","(X)","(X)","(X)","(X)","24.3","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","24.0","(X)",
"1600000US3128000","Lincoln city, Nebraska","48521","2665","41509","2664","2569","62777","1919","104286","3.8","1.1","1.3","6.9","3.0","12.9","0.6","0.8","7.8","1.4","2.9","1.2","15.1","2.8","0.6","1.0","18.4","3.0","1.3","4.3","1.9","7.7","1.5","11.2","17.6","2.7","1.6","5.7","1.8","8.2","1.5","12.0","13.0","2.6","2.4","13.6","2.3","14.3","1.8","14.1","21.0","1.9","2.7","14.9","3.0","27.8","2.6","24.4","11.8","1.3","4.8","1.8","2.6","19.4","2.0","16.1","10.3","1.3","15.2","1.9","18.6","2.5","2.2","1.0","0.6","4.1","0.9","2.8","5.2","1.2","0.6","0.5","3.2","1.0","0.7","2.1","0.4","0.4","1.2","3.7","47526","2088","59313","4112","27676","2555","3253","71379","3729","74272","2474","59470","N","N","2360","34622","20.0","(X)","(X)","(X)","(X)","(X)","(X)","(X)","19.4","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","20.6","(X)",
"1600000US3137000","Omaha city, Nebraska","66412","2793","66722","2689","2896","96689","2894","163411","4.0","1.2","1.1","7.6","2.1","13.8","0.7","1.6","7.1","1.0","3.8","1.1","11.8","2.0","0.9","1.7","18.3","2.3","1.5","6.2","1.5","10.0","1.2","13.0","16.1","2.4","2.0","8.0","2.0","11.3","1.4","12.8","16.1","2.0","2.0","11.2","2.1","13.9","1.4","14.7","18.6","1.3","2.1","15.2","2.2","22.6","1.7","19.9","11.1","1.2","5.4","1.4","1.9","17.3","1.5","14.3","9.6","1.1","14.4","1.6","19.5","2.3","2.2","0.9","0.5","4.3","0.8","2.9","6.1","1.2","0.8","0.5","4.1","0.8","0.5","2.5","0.2","0.2","1.2","5.8","43813","1529","57940","4025","29025","1747","3481","73319","4124","76553","2573","61118","93299","5487","1635","35541","23.3","(X)","(X)","(X)","(X)","(X)","(X)","(X)","24.2","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","20.9","(X)",
"1600000US3223770","Enterprise CDP, Nevada","N","N","14623","2075","2526","27111","2764","41734","3.0","1.8","1.8","3.8","4.5","6.7","N","N","3.1","1.9","3.7","2.8","2.0","1.9","N","N","9.3","4.3","N","N","2.6","5.1","2.1","5.9","12.2","4.3","N","N","2.6","5.6","2.1","7.6","17.5","5.7","N","N","3.9","12.3","3.1","14.3","20.6","2.9","6.7","20.4","N","N","3.8","21.7","16.7","3.4","11.9","4.7","N","N","4.6","19.3","16.5","3.2","19.8","4.0","N","N","9.5","4.3","2.3","5.9","2.4","7.9","N","N","7.5","3.6","3.6","1.5","1.2","3.6","2.0","3.0","N","N","66699","4417","73939","3951","51239","6822","8401","86571","7626","86270","6120","82516","N","N","7520","67117","33.8","(X)","(X)","(X)","(X)","(X)","(X)","(X)","34.4","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","29.5","(X)",
"1600000US3231900","Henderson city, Nevada","52317","2695","30580","3655","2094","68515","3059","99095","4.6","1.5","1.3","6.1","3.0","10.1","1.2","2.0","2.3","0.8","0.7","0.5","6.1","2.5","0.5","0.6","12.8","2.9","1.4","4.3","1.6","6.2","1.2","7.8","16.7","3.4","1.9","5.7","2.0","7.4","1.8","10.1","15.6","3.1","2.4","12.5","2.2","15.0","1.8","14.7","18.5","2.3","3.3","15.4","3.2","20.7","2.8","18.6","13.8","1.7","8.4","2.5","2.3","17.7","2.2","16.1","16.6","1.7","18.6","2.3","21.7","2.7","11.2","3.4","1.0","6.2","1.3","4.8","7.2","1.7","1.4","0.8","6.6","1.4","1.0","5.3","1.2","2.3","1.8","7.6","61861","2680","70351","5152","40379","3920","4118","80140","5353","89796","3777","79930","N","N","4661","54495","35.3","(X)","(X)","(X)","(X)","(X)","(X)","(X)","35.8","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","31.3","(X)",
"1600000US3240000","Las Vegas city, Nevada","90288","3904","74214","4712","3339","136736","4737","210950","5.0","1.1","1.0","7.5","1.9","13.3","0.9","2.5","5.4","0.9","3.8","1.0","8.9","1.9","0.8","1.8","18.0","2.2","1.5","6.7","1.5","9.0","1.2","11.5","11.9","2.0","1.9","9.9","1.7","11.8","1.2","11.4","14.5","2.5","1.9","12.4","1.7","13.0","1.3","13.3","20.9","1.3","2.7","18.7","2.2","21.7","1.8","21.2","12.6","1.2","7.8","1.6","2.1","16.1","1.7","14.8","10.7","1.0","13.2","1.5","17.5","2.1","4.7","1.3","0.7","4.2","0.9","3.5","6.0","1.4","0.9","0.6","3.9","0.8","0.6","3.1","0.6","1.2","1.1","5.4","50783","1682","58730","3433","32607","2919","3411","68823","3837","73296","2605","64597","86086","4966","2225","43554","30.5","(X)","(X)","(X)","(X)","(X)","(X)","(X)","31.1","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","27.1","(X)",
"1600000US3251800","North Las Vegas city, Nevada","32694","2047","17192","2150","2192","46928","2821","64120","5.9","1.9","1.8","7.2","4.4","13.0","1.4","2.9","3.4","1.2","2.9","1.4","4.9","2.5","1.4","1.9","12.8","4.5","2.2","6.7","2.2","7.8","2.0","8.8","14.6","5.3","2.6","8.9","3.0","11.8","2.3","11.0","16.6","4.0","3.5","15.6","2.9","14.7","2.3","16.2","21.8","2.7","5.8","19.4","3.8","23.2","2.7","21.8","13.7","2.2","8.4","3.6","3.4","16.4","2.8","15.1","11.9","2.0","13.2","2.5","17.7","3.4","6.6","3.1","1.1","3.2","1.3","3.3","4.1","1.7","3.5","2.9","3.6","1.4","1.0","2.7","0.4","0.3","1.3","2.5","52263","3453","56322","4277","39114","7446","5794","63641","4966","70174","3973","66039","N","N","6299","49403","31.6","(X)","(X)","(X)","(X)","(X)","(X)","(X)","32.0","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","26.9","(X)",
"1600000US3254600","Paradise CDP, Nevada","31699","2553","37426","3338","3063","47630","3553","85056","4.7","1.6","1.6","7.1","3.0","10.9","1.2","1.9","4.6","1.2","3.8","1.8","7.6","2.1","1.5","1.9","16.1","3.0","2.7","9.0","2.3","10.8","1.9","12.9","16.1","3.6","2.7","7.5","2.2","9.6","2.2","12.8","17.8","3.2","3.6","16.4","3.1","16.6","2.2","16.8","20.0","2.6","3.7","18.9","4.1","19.4","3.2","19.7","11.3","1.8","5.1","2.1","3.1","18.5","2.4","15.5","9.9","1.9","13.3","2.7","17.6","3.9","4.7","1.9","1.1","4.2","1.6","3.2","5.5","2.3","1.9","1.2","1.7","0.8","0.6","1.3","0.7","0.8","1.1","2.3","46199","2411","55238","5425","34545","2282","6160","67466","4034","66679","2608","57680","77634","5416","3408","43646","40.2","(X)","(X)","(X)","(X)","(X)","(X)","(X)","40.2","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","38.0","(X)",
"1600000US3260600","Reno city, Nevada","34083","1975","38727","2294","2174","50645","2736","89372","5.5","1.9","1.7","8.5","3.3","13.2","1.4","2.0","6.9","1.5","5.0","1.7","9.9","2.5","1.6","3.3","19.8","3.3","2.6","8.0","2.6","11.1","1.9","14.5","13.1","2.9","2.3","10.7","2.4","12.4","1.9","12.5","15.3","2.9","2.9","10.9","2.4","11.9","2.0","13.7","17.2","2.1","2.6","12.8","3.1","20.5","2.8","20.1","11.0","1.6","6.9","2.2","3.6","18.6","2.7","13.8","9.4","1.7","12.8","2.5","16.5","3.4","5.1","1.8","0.8","2.7","1.1","2.2","3.4","1.6","1.1","0.8","4.7","1.5","1.2","4.0","1.6","2.7","2.0","6.2","42008","2931","54044","4408","31188","1812","6865","68046","5259","70994","4598","61248","N","N","5387","46212","23.0","(X)","(X)","(X)","(X)","(X)","(X)","(X)","25.9","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","18.2","(X)",
"1600000US3268400","Sparks city, Nevada","N","N","10954","2158","1525","22166","2239","33120","5.7","2.9","2.3","6.7","4.8","12.0","N","N","2.9","1.4","1.5","1.4","5.8","3.2","N","N","20.3","6.7","N","N","3.2","7.8","3.3","12.5","13.8","6.3","N","N","4.9","14.9","3.9","14.5","16.3","6.0","N","N","3.1","12.1","2.8","13.3","19.9","3.2","5.5","16.0","N","N","4.0","23.0","12.8","2.7","10.8","5.6","N","N","3.1","13.3","13.6","3.1","17.1","4.5","N","N","3.1","3.1","1.0","2.0","1.3","1.7","N","N","1.2","1.4","2.6","1.9","1.4","2.0","1.2","0.7","N","N","50033","6107","59512","4258","32389","7068","6592","70973","7450","69659","5817","61780","N","N","4833","42188","29.2","(X)","(X)","(X)","(X)","(X)","(X)","(X)","27.1","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","32.4","(X)",
"1600000US3268585","Spring Valley CDP, Nevada","29812","2380","26693","2603","2563","42019","2603","68712","4.0","2.1","1.7","6.1","2.9","10.0","2.0","3.0","3.2","1.2","3.8","1.8","2.9","1.6","1.7","2.8","11.5","3.0","3.3","7.8","2.8","10.1","2.1","9.8","14.6","4.2","3.0","9.9","2.9","13.0","2.7","13.7","18.8","4.3","3.8","15.0","3.1","14.2","2.5","16.1","20.9","2.9","4.1","15.6","4.1","25.4","3.7","24.1","13.4","2.2","11.7","3.3","3.4","15.9","2.6","13.4","10.6","2.0","11.6","2.7","12.8","3.3","8.6","3.1","1.3","2.8","1.5","3.5","3.5","2.0","4.0","2.5","2.9","1.3","0.9","2.8","1.2","2.5","1.8","3.9","50896","3171","54887","5964","41841","3655","3985","62533","6000","67850","5046","67105","N","N","8716","62921","32.6","(X)","(X)","(X)","(X)","(X)","(X)","(X)","32.8","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","30.4","(X)",
"1600000US3271400","Sunrise Manor CDP, Nevada","26101","2117","17330","1840","2537","41382","3111","58712","10.2","2.8","2.4","10.6","4.5","17.2","1.3","2.5","6.8","1.6","5.1","1.7","12.3","3.8","1.7","3.3","25.1","6.9","3.5","11.1","3.0","14.1","3.0","17.0","15.2","4.1","3.2","11.5","2.9","13.0","2.3","14.0","10.2","3.3","3.7","15.7","2.8","14.5","2.2","13.1","19.3","2.9","3.3","11.2","4.4","24.9","3.5","20.6","10.5","2.0","5.7","2.4","3.7","15.9","2.3","11.5","6.7","1.3","8.6","2.0","12.6","2.9","2.3","1.5","0.8","2.2","1.0","1.8","2.4","1.2","0.6","0.7","0.1","0.2","0.2","0.2","0.7","0.4","0.3","0.2","36017","2663","40728","3624","23150","2419","5540","55334","3680","51041","2904","46864","N","N","3592","31856","30.4","(X)","(X)","(X)","(X)","(X)","(X)","(X)","32.0","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","22.1","(X)",
"1600000US3345140","Manchester city, New Hampshire","N","N","17379","1907","1768","28235","1773","45614","3.5","2.0","1.4","4.5","2.8","7.0","N","N","4.1","1.5","2.0","1.2","7.7","3.2","N","N","13.7","4.3","N","N","3.1","9.2","2.6","10.4","12.9","4.0","N","N","3.7","13.9","2.9","13.5","16.5","4.3","N","N","3.3","14.7","2.7","14.1","19.0","3.0","5.2","22.8","N","N","3.4","15.3","14.1","2.6","8.6","3.9","N","N","3.3","16.1","13.5","2.4","16.8","2.9","N","N","7.5","4.2","1.7","5.6","2.0","4.8","N","N","3.1","3.1","2.9","1.4","0.9","2.0","0.4","0.3","N","N","53858","4601","61763","7023","42992","6654","7397","75862","4228","72572","3393","65471","N","N","5450","50029","26.5","(X)","(X)","(X)","(X)","(X)","(X)","(X)","30.0","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","19.7","(X)",
"1600000US3350260","Nashua city, New Hampshire","N","N","11059","1829","2208","21320","3327","32379","4.3","2.1","1.7","6.1","3.7","10.3","N","N","4.7","2.2","2.3","1.7","9.9","5.3","N","N","17.7","5.4","N","N","2.2","5.5","2.5","9.9","7.9","4.0","N","N","2.5","5.4","2.2","6.4","13.4","4.7","N","N","3.6","14.0","2.8","12.5","18.2","3.0","5.9","17.7","N","N","3.5","17.6","15.7","3.2","12.1","5.1","N","N","3.6","17.4","16.5","3.3","21.6","4.5","N","N","5.3","3.8","1.7","6.9","2.4","5.8","N","N","3.2","2.2","4.9","2.3","1.7","4.1","2.2","2.6","N","N","65135","6275","75999","5869","41821","12639","8174","90671","6942","87676","4974","76420","N","N","6959","52035","23.6","(X)","(X)","(X)","(X)","(X)","(X)","(X)","21.9","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","25.4","(X)",
"1600000US3410000","Camden city, New Jersey","N","N","7067","1510","1317","17693","1525","24760","16.0","5.0","3.8","17.5","9.0","30.7","N","N","13.0","3.1","16.0","3.9","12.7","6.3","N","N","10.5","5.3","N","N","4.1","10.3","3.2","11.3","12.0","6.7","N","N","4.8","13.7","5.0","14.4","8.1","5.0","N","N","4.0","12.8","3.4","12.6","14.6","4.2","9.2","16.4","N","N","3.9","13.0","6.8","2.3","0.7","1.1","N","N","3.5","9.7","8.3","3.2","6.9","2.8","N","N","8.2","6.8","0.9","1.1","1.1","1.1","N","N","0.0","2.5","0.4","0.7","0.7","0.5","1.5","0.9","N","N","28720","3823","28552","5315","20213","10250","16025","57752","5219","41952","4224","42472","N","N","7202","34590","62.3","(X)","(X)","(X)","(X)","(X)","(X)","(X)","62.1","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","55.2","(X)",
"1600000US3413690","Clifton city, New Jersey","N","N","9760","1979","1118","17513","1915","27273","3.9","2.2","2.6","6.0","6.2","9.9","N","N","4.7","2.2","1.2","1.1","11.2","5.9","N","N","16.5","6.5","N","N","3.8","5.9","3.1","9.8","9.7","3.8","N","N","3.0","7.0","2.2","7.6","22.8","7.6","N","N","3.2","9.6","3.4","14.3","17.4","3.5","6.8","16.8","N","N","4.4","19.1","13.1","3.5","7.8","5.2","N","N","4.8","16.9","16.0","3.5","20.4","5.0","N","N","3.0","2.4","2.3","10.4","3.4","7.3","N","N","1.9","1.8","5.6","2.5","1.6","3.8","0.8","0.5","N","N","58716","6244","77242","6606","36387","8192","11421","83686","17540","102215","11167","81621","N","N","6151","42074","21.9","(X)","(X)","(X)","(X)","(X)","(X)","(X)","23.7","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","16.9","(X)",
"1600000US3419390","East Orange city, New Jersey","N","N","10450","1779","1005","13460","1804","23910","8.3","3.7","2.8","14.1","5.5","21.6","N","N","6.9","2.3","3.4","2.3","11.4","4.6","N","N","22.0","6.6","N","N","4.7","13.7","4.2","16.7","12.7","5.6","N","N","3.2","8.5","3.2","10.5","11.2","4.1","N","N","5.1","14.7","3.0","12.2","17.6","4.2","4.1","9.6","N","N","5.8","21.7","9.5","2.6","7.0","3.5","N","N","4.9","12.1","8.5","2.1","13.3","4.3","N","N","2.7","2.7","1.3","1.9","1.5","2.1","N","N","0.7","1.2","2.4","2.6","1.6","1.9","1.5","1.2","N","N","36744","5033","51446","8152","22444","3158","15687","67900","6153","60325","4448","50016","N","N","4947","34084","54.0","(X)","(X)","(X)","(X)","(X)","(X)","(X)","62.5","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","41.5","(X)",
"1600000US3421000","Elizabeth city, New Jersey","15072","1857","10321","1500","1552","27999","1869","38320","9.1","2.6","2.6","10.1","6.4","17.2","2.6","3.7","5.2","2.0","3.5","1.9","11.2","5.2","1.2","1.0","20.7","7.4","5.0","10.8","3.5","15.1","3.5","14.7","10.5","4.9","2.9","7.1","2.7","9.0","2.2","9.4","16.7","6.5","6.0","18.5","3.7","16.9","3.1","17.5","18.6","3.4","6.8","19.4","5.5","22.6","3.5","19.1","11.2","3.0","1.6","1.9","5.4","14.0","3.4","11.9","9.4","2.8","11.0","3.4","14.7","5.3","1.0","1.1","0.8","1.7","1.1","1.3","2.5","1.6","1.1","1.4","2.8","1.4","1.2","2.6","0.9","0.6","2.7","5.2","43891","2887","45978","2888","25878","7680","5284","60193","6598","61428","5164","57219","N","N","4192","34074","26.0","(X)","(X)","(X)","(X)","(X)","(X)","(X)","25.3","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","20.6","(X)",
"1600000US3436000","Jersey City city, New Jersey","34438","2408","35652","3053","2319","56997","2709","92649","6.2","2.1","1.6","8.5","3.0","12.9","1.0","1.4","7.0","1.4","5.5","1.8","10.6","2.8","1.8","3.2","12.4","2.7","1.4","3.8","1.8","10.4","1.5","10.4","9.4","2.7","2.2","6.4","1.9","7.2","1.4","8.1","11.5","2.4","2.9","9.9","2.6","12.2","1.9","12.1","18.5","2.2","3.6","16.5","3.9","21.1","3.0","19.2","10.1","1.8","10.2","2.9","2.8","10.9","1.9","9.6","13.0","2.0","16.2","2.7","21.6","3.6","7.4","2.3","1.3","6.0","1.8","5.7","9.6","2.9","4.6","1.8","7.4","1.7","1.1","6.4","1.4","4.5","2.8","12.1","52950","3578","58089","3678","40882","4440","8797","85062","4345","79879","3333","74013","N","N","4528","60674","39.4","(X)","(X)","(X)","(X)","(X)","(X)","(X)","44.1","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","30.7","(X)",
"1600000US3451000","Newark city, New Jersey","21090","1863","34065","2684","2641","57349","3236","91414","13.2","1.8","1.7","16.1","3.7","25.6","1.4","1.8","9.8","1.8","7.9","1.9","14.7","3.1","1.8","2.6","13.6","2.8","3.7","12.7","2.5","14.4","1.8","13.7","13.6","3.0","3.1","8.8","2.1","13.1","1.9","13.1","9.7","2.5","4.4","16.9","2.3","14.5","1.6","13.1","16.9","1.7","3.0","14.6","4.9","26.8","2.3","17.0","8.1","1.5","4.9","2.0","3.3","11.2","1.9","9.1","6.6","1.3","7.5","1.7","13.2","3.4","2.7","1.5","0.7","2.3","1.1","1.5","4.8","2.7","0.2","0.4","1.1","0.6","0.5","1.0","0.7","0.4","1.0","1.1","32043","1969","36277","2740","22253","2930","4378","55361","2348","47662","2031","43955","65899","4549","3152","31680","47.3","(X)","(X)","(X)","(X)","(X)","(X)","(X)","46.2","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","43.1","(X)",
"1600000US3456550","Passaic city, New Jersey","N","N","6130","1550","1030","13972","1478","20102","13.1","5.3","4.4","14.4","10.7","23.2","N","N","4.8","2.3","4.0","2.9","8.1","6.4","N","N","29.5","11.6","N","N","6.2","22.0","5.2","23.9","11.1","7.9","N","N","6.5","17.3","5.4","16.3","14.9","9.0","N","N","5.1","13.7","4.4","14.5","13.4","4.0","5.8","9.2","N","N","5.3","15.2","4.0","2.1","2.8","3.2","N","N","2.1","3.5","5.5","2.6","6.4","3.4","N","N","1.1","1.9","1.3","3.0","1.9","2.1","N","N","0.0","2.9","1.7","1.5","1.0","1.2","2.9","0.0","N","N","28834","3126","29287","3073","21016","1623","7352","49378","5595","45297","3931","41293","N","N","4374","26908","20.1","(X)","(X)","(X)","(X)","(X)","(X)","(X)","21.2","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","14.5","(X)",
"1600000US3457000","Paterson city, New Jersey","N","N","13001","1776","1954","32080","1868","45081","13.0","3.0","2.9","18.3","7.0","33.9","N","N","6.8","2.0","5.3","2.2","10.6","4.1","N","N","10.4","4.3","N","N","3.4","14.0","2.4","12.2","15.0","5.3","N","N","3.5","15.5","3.1","15.3","11.0","4.2","N","N","2.9","14.1","2.4","12.9","17.3","3.2","3.7","9.8","N","N","3.9","20.3","8.1","2.3","6.4","3.7","N","N","2.6","7.2","7.6","1.8","8.8","2.4","N","N","2.9","2.6","0.6","0.7","0.6","0.7","N","N","0.0","1.4","1.2","1.1","0.8","0.9","1.4","0.0","N","N","32068","2935","36446","3217","19126","5443","8209","49342","3240","48070","2589","44357","N","N","4152","29253","37.4","(X)","(X)","(X)","(X)","(X)","(X)","(X)","35.1","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","36.8","(X)",
"1600000US3473110","Toms River CDP, New Jersey","N","N","8517","1517","1306","23677","1694","32194","3.1","1.5","1.4","3.8","3.9","6.5","N","N","3.5","1.4","1.2","1.0","9.1","4.5","N","N","17.7","6.0","N","N","2.6","7.8","1.9","9.2","9.3","4.0","N","N","1.6","2.8","1.5","4.5","7.9","5.1","N","N","3.5","11.6","3.0","9.4","19.7","3.5","7.6","24.1","N","N","2.9","17.3","15.6","3.0","15.7","5.6","N","N","3.5","14.2","20.8","3.6","25.2","4.4","N","N","5.1","3.1","2.6","10.2","3.4","8.4","N","N","3.5","2.6","6.6","2.1","1.6","5.2","1.3","1.1","N","N","74921","3427","84310","5592","46650","18066","6677","100025","5909","97487","4449","87662","N","N","5118","54397","32.7","(X)","(X)","(X)","(X)","(X)","(X)","(X)","35.0","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","20.1","(X)",
"1600000US3474000","Trenton city, New Jersey","N","N","10245","1707","1559","17850","1603","28095","9.3","3.8","3.5","13.2","6.8","22.3","N","N","9.7","3.0","9.9","4.7","9.3","3.7","N","N","16.4","6.5","N","N","4.2","11.8","3.7","12.5","15.6","5.8","N","N","3.6","10.9","2.9","11.7","9.1","4.1","N","N","4.3","13.5","3.2","11.1","20.9","4.2","5.5","11.6","N","N","5.9","25.2","11.4","2.7","9.9","4.7","N","N","3.5","9.8","7.1","2.4","7.2","3.0","N","N","4.0","3.5","0.9","0.3","0.4","1.0","N","N","1.7","2.0","2.2","1.7","1.1","1.4","1.8","0.0","N","N","38040","4915","42918","8000","26539","6079","9315","56127","5987","51275","4360","48972","N","N","5578","37938","43.3","(X)","(X)","(X)","(X)","(X)","(X)","(X)","42.3","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","39.1","(X)",
"1600000US3474630","Union City city, New Jersey","N","N","6494","1524","1037","15451","1470","21945","4.3","2.6","3.0","8.9","7.3","23.2","N","N","8.5","2.9","8.5","3.3","9.6","5.6","N","N","20.2","10.1","N","N","4.9","15.5","5.1","16.5","10.5","6.5","N","N","4.3","11.2","4.0","11.3","9.2","5.3","N","N","5.0","16.3","3.6","13.8","16.0","4.3","5.3","11.6","N","N","5.2","17.5","13.5","3.4","8.6","5.2","N","N","4.6","15.3","8.8","3.6","8.8","3.9","N","N","6.1","4.9","1.0","0.9","0.9","1.4","N","N","0.9","1.5","1.7","1.3","0.9","1.2","2.8","0.0","N","N","40761","6763","45136","6865","23396","4616","11636","60188","5010","54600","4744","50981","N","N","6562","36546","46.8","(X)","(X)","(X)","(X)","(X)","(X)","(X)","49.5","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","35.4","(X)",
"1600000US3502000","Albuquerque city, New Mexico","89783","3606","90098","4054","3501","133407","2539","223505","7.3","1.5","1.1","8.9","1.9","13.6","0.9","2.5","5.4","0.8","3.1","0.9","9.5","1.4","0.8","2.2","16.3","1.9","1.8","8.6","1.5","11.4","1.1","12.7","15.6","2.2","1.2","5.7","1.2","8.7","1.1","11.6","15.9","2.1","1.7","12.2","1.4","13.0","1.2","14.3","18.5","1.4","1.9","16.1","2.3","21.0","1.7","19.0","11.7","1.2","7.3","1.3","1.9","15.9","1.7","13.7","10.8","1.0","15.0","1.6","19.4","2.1","4.3","1.0","0.6","5.3","0.9","3.6","7.3","1.3","0.6","0.3","3.6","0.7","0.5","2.4","0.5","0.7","1.0","5.1","46079","1856","59469","3157","31323","1379","3370","72164","2489","72086","1778","61105","86812","3160","2733","41580","26.8","(X)","(X)","(X)","(X)","(X)","(X)","(X)","28.5","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","22.4","(X)",
